,bid,element1,name1,percent1,element2,name2,percent2,element3,name3,percent3
11019,11020,644,Coastal oak-hickory forest community,0.85,645.0,Oak-tulip tree forest community,0.14,,,0.0
11020,11021,645,Oak-tulip tree forest community,0.71,644.0,Coastal oak-hickory forest community,0.28,,,0.0
11021,11022,644,Coastal oak-hickory forest community,1.0,,,0.0,,,0.0
11022,11023,644,Coastal oak-hickory forest community,0.6900000000000001,645.0,Oak-tulip tree forest community,0.32,,,0.0
11023,11024,645,Oak-tulip tree forest community,0.64,644.0,Coastal oak-hickory forest community,0.36,,,0.0
11024,11025,645,Oak-tulip tree forest community,0.75,644.0,Coastal oak-hickory forest community,0.26,,,0.0
11025,11026,644,Coastal oak-hickory forest community,0.85,645.0,Oak-tulip tree forest community,0.14,650.0,Lenape horticultural fields (cropland/row crops) community,0.03
11026,11027,645,Oak-tulip tree forest community,0.51,644.0,Coastal oak-hickory forest community,0.35000000000000003,726.0,Coastal oak-laurel forest community,0.13
11027,11028,645,Oak-tulip tree forest community,0.93,644.0,Coastal oak-hickory forest community,0.07,,,0.0
11028,11029,644,Coastal oak-hickory forest community,0.99,,,0.0,,,0.0
11029,11030,644,Coastal oak-hickory forest community,1.01,,,0.0,,,0.0
11030,11031,644,Coastal oak-hickory forest community,0.74,645.0,Oak-tulip tree forest community,0.21,646.0,Coastal white pine-oak forest community,0.02
11031,11032,644,Coastal oak-hickory forest community,1.0,,,0.0,,,0.0
11032,11033,644,Coastal oak-hickory forest community,1.0,,,0.0,,,0.0
11033,11034,645,Oak-tulip tree forest community,1.02,,,0.0,,,0.0
11034,11035,644,Coastal oak-hickory forest community,0.98,,,0.0,,,0.0
11035,11036,644,Coastal oak-hickory forest community,0.37,645.0,Oak-tulip tree forest community,0.32,625.0,Shrub swamp community,0.12
11036,11037,644,Coastal oak-hickory forest community,0.8200000000000001,645.0,Oak-tulip tree forest community,0.19,,,0.0
11037,11038,645,Oak-tulip tree forest community,0.97,644.0,Coastal oak-hickory forest community,0.04,,,0.0
11038,11039,644,Coastal oak-hickory forest community,0.66,645.0,Oak-tulip tree forest community,0.35000000000000003,,,0.0
11039,11040,644,Coastal oak-hickory forest community,0.99,645.0,Oak-tulip tree forest community,0.01,,,0.0
11040,11041,644,Coastal oak-hickory forest community,1.0,,,0.0,,,0.0
11041,11042,625,Shrub swamp community,0.27,644.0,Coastal oak-hickory forest community,0.22,645.0,Oak-tulip tree forest community,0.18
11042,11043,645,Oak-tulip tree forest community,0.98,,,0.0,,,0.0
11043,11044,645,Oak-tulip tree forest community,0.30000000000000004,625.0,Shrub swamp community,0.24,624.0,Shallow emergent marsh community,0.23
11044,11045,644,Coastal oak-hickory forest community,0.61,645.0,Oak-tulip tree forest community,0.39,,,0.0
11045,11046,644,Coastal oak-hickory forest community,0.99,,,0.0,,,0.0
11046,11047,644,Coastal oak-hickory forest community,0.9,645.0,Oak-tulip tree forest community,0.1,,,0.0
11047,11048,644,Coastal oak-hickory forest community,0.54,645.0,Oak-tulip tree forest community,0.47000000000000003,,,0.0
11048,11049,644,Coastal oak-hickory forest community,0.9500000000000001,645.0,Oak-tulip tree forest community,0.06,,,0.0
11049,11050,644,Coastal oak-hickory forest community,0.6000000000000001,645.0,Oak-tulip tree forest community,0.33,726.0,Coastal oak-laurel forest community,0.04
11050,11051,644,Coastal oak-hickory forest community,0.99,,,0.0,,,0.0
11051,11052,645,Oak-tulip tree forest community,0.54,644.0,Coastal oak-hickory forest community,0.42,647.0,Hemlock-northern hardwood forest community,0.04
11052,11053,644,Coastal oak-hickory forest community,0.97,645.0,Oak-tulip tree forest community,0.03,,,0.0
11053,11054,644,Coastal oak-hickory forest community,1.02,,,0.0,,,0.0
11054,11055,644,Coastal oak-hickory forest community,1.01,,,0.0,,,0.0
11055,11056,644,Coastal oak-hickory forest community,1.0,,,0.0,,,0.0
11056,11057,645,Oak-tulip tree forest community,1.0,,,0.0,,,0.0
11057,11058,644,Coastal oak-hickory forest community,0.99,,,0.0,,,0.0
11058,11059,644,Coastal oak-hickory forest community,1.0,,,0.0,,,0.0
11059,11060,644,Coastal oak-hickory forest community,0.97,645.0,Oak-tulip tree forest community,0.03,,,0.0
11060,11061,644,Coastal oak-hickory forest community,0.73,645.0,Oak-tulip tree forest community,0.26,,,0.0
11061,11062,644,Coastal oak-hickory forest community,0.93,645.0,Oak-tulip tree forest community,0.07,,,0.0
11062,11063,644,Coastal oak-hickory forest community,0.58,645.0,Oak-tulip tree forest community,0.43,,,0.0
11063,11064,645,Oak-tulip tree forest community,0.6000000000000001,644.0,Coastal oak-hickory forest community,0.41000000000000003,,,0.0
11064,11065,644,Coastal oak-hickory forest community,0.86,645.0,Oak-tulip tree forest community,0.14,,,0.0
11065,11066,645,Oak-tulip tree forest community,0.78,644.0,Coastal oak-hickory forest community,0.22,,,0.0
11066,11067,644,Coastal oak-hickory forest community,0.93,654.0,Lenape living area community,0.04,,,0.0
11067,11068,644,Coastal oak-hickory forest community,0.7000000000000001,645.0,Oak-tulip tree forest community,0.28,,,0.0
11068,11069,608,Low salt marsh community,0.98,609.0,High salt marsh community,0.02,602.0,Marine intertidal mudflat community,0.01
11069,11070,645,Oak-tulip tree forest community,0.6900000000000001,644.0,Coastal oak-hickory forest community,0.31,,,0.0
11070,11071,644,Coastal oak-hickory forest community,0.88,645.0,Oak-tulip tree forest community,0.1,,,0.0
11071,11072,644,Coastal oak-hickory forest community,0.55,645.0,Oak-tulip tree forest community,0.44,,,0.0
11072,11073,644,Coastal oak-hickory forest community,1.0,,,0.0,,,0.0
11073,11074,644,Coastal oak-hickory forest community,1.0,,,0.0,,,0.0
11074,11075,644,Coastal oak-hickory forest community,0.75,645.0,Oak-tulip tree forest community,0.25,,,0.0
11075,11076,644,Coastal oak-hickory forest community,0.99,,,0.0,,,0.0
11076,11077,644,Coastal oak-hickory forest community,0.67,645.0,Oak-tulip tree forest community,0.32,,,0.0
11077,11078,644,Coastal oak-hickory forest community,0.8300000000000001,734.0,Successional southern hardwood forest community,0.17,645.0,Oak-tulip tree forest community,0.01
11078,11079,644,Coastal oak-hickory forest community,1.02,,,0.0,,,0.0
11079,11080,645,Oak-tulip tree forest community,0.79,644.0,Coastal oak-hickory forest community,0.22,,,0.0
11080,11081,644,Coastal oak-hickory forest community,0.8200000000000001,645.0,Oak-tulip tree forest community,0.18,,,0.0
11081,11082,644,Coastal oak-hickory forest community,0.99,,,0.0,,,0.0
11082,11083,644,Coastal oak-hickory forest community,1.03,645.0,Oak-tulip tree forest community,0.02,,,0.0
11083,11084,644,Coastal oak-hickory forest community,0.91,645.0,Oak-tulip tree forest community,0.09,,,0.0
11084,11085,644,Coastal oak-hickory forest community,1.0,,,0.0,,,0.0
11085,11086,644,Coastal oak-hickory forest community,1.01,,,0.0,,,0.0
11086,11087,644,Coastal oak-hickory forest community,1.0,,,0.0,,,0.0
11087,11088,644,Coastal oak-hickory forest community,1.0,,,0.0,,,0.0
11088,11089,600,Marine deepwater community,0.73,602.0,Marine intertidal mudflat community,0.21,603.0,Marine gravel/sand beach community,0.04
11089,11090,645,Oak-tulip tree forest community,0.63,646.0,Coastal white pine-oak forest community,0.22,644.0,Coastal oak-hickory forest community,0.15
11090,11091,644,Coastal oak-hickory forest community,0.78,645.0,Oak-tulip tree forest community,0.24,,,0.0
11091,11092,644,Coastal oak-hickory forest community,0.9400000000000001,645.0,Oak-tulip tree forest community,0.06,,,0.0
11092,11093,644,Coastal oak-hickory forest community,1.0,,,0.0,,,0.0
11093,11094,644,Coastal oak-hickory forest community,0.43,734.0,Successional southern hardwood forest community,0.29,615.0,Salt shrub community,0.15
11094,11095,644,Coastal oak-hickory forest community,0.97,645.0,Oak-tulip tree forest community,0.01,,,0.0
11095,11096,644,Coastal oak-hickory forest community,0.76,645.0,Oak-tulip tree forest community,0.25,,,0.0
11096,11097,644,Coastal oak-hickory forest community,0.66,645.0,Oak-tulip tree forest community,0.34,,,0.0
11097,11098,608,Low salt marsh community,0.79,606.0,Tidal creek community,0.13,600.0,Marine deepwater community,0.05
11098,11099,645,Oak-tulip tree forest community,0.51,644.0,Coastal oak-hickory forest community,0.48,,,0.0
11099,11100,644,Coastal oak-hickory forest community,0.6900000000000001,645.0,Oak-tulip tree forest community,0.30000000000000004,,,0.0
11100,11101,602,Marine intertidal mudflat community,0.74,608.0,Low salt marsh community,0.16,600.0,Marine deepwater community,0.05
11101,11102,644,Coastal oak-hickory forest community,0.72,645.0,Oak-tulip tree forest community,0.28,,,0.0
11102,11103,644,Coastal oak-hickory forest community,0.8,645.0,Oak-tulip tree forest community,0.2,,,0.0
11103,11104,644,Coastal oak-hickory forest community,0.56,645.0,Oak-tulip tree forest community,0.45,,,0.0
11104,11105,644,Coastal oak-hickory forest community,0.99,,,0.0,,,0.0
11105,11106,644,Coastal oak-hickory forest community,0.54,645.0,Oak-tulip tree forest community,0.46,,,0.0
11106,11107,644,Coastal oak-hickory forest community,0.34,645.0,Oak-tulip tree forest community,0.33,615.0,Salt shrub community,0.16
11107,11108,645,Oak-tulip tree forest community,0.56,644.0,Coastal oak-hickory forest community,0.44,,,0.0
11108,11109,644,Coastal oak-hickory forest community,1.0,645.0,Oak-tulip tree forest community,0.01,,,0.0
11109,11110,644,Coastal oak-hickory forest community,1.01,,,0.0,,,0.0
11110,11111,645,Oak-tulip tree forest community,0.5700000000000001,644.0,Coastal oak-hickory forest community,0.28,734.0,Successional southern hardwood forest community,0.11
11111,11112,644,Coastal oak-hickory forest community,0.99,645.0,Oak-tulip tree forest community,0.02,,,0.0
11112,11113,609,High salt marsh community,0.54,608.0,Low salt marsh community,0.44,615.0,Salt shrub community,0.02
11113,11114,644,Coastal oak-hickory forest community,1.02,,,0.0,,,0.0
11114,11115,608,Low salt marsh community,0.8300000000000001,606.0,Tidal creek community,0.12,600.0,Marine deepwater community,0.03
11115,11116,645,Oak-tulip tree forest community,0.73,644.0,Coastal oak-hickory forest community,0.26,,,0.0
11116,11117,644,Coastal oak-hickory forest community,0.91,645.0,Oak-tulip tree forest community,0.04,,,0.0
11117,11118,644,Coastal oak-hickory forest community,0.93,645.0,Oak-tulip tree forest community,0.05,,,0.0
11118,11119,644,Coastal oak-hickory forest community,0.99,645.0,Oak-tulip tree forest community,0.09,,,0.0
11119,11120,644,Coastal oak-hickory forest community,0.73,649.0,Successional shrubland community,0.13,645.0,Oak-tulip tree forest community,0.08
11120,11121,609,High salt marsh community,0.41000000000000003,645.0,Oak-tulip tree forest community,0.21,615.0,Salt shrub community,0.13
11121,11122,644,Coastal oak-hickory forest community,0.99,645.0,Oak-tulip tree forest community,0.02,,,0.0
11122,11123,644,Coastal oak-hickory forest community,0.41000000000000003,645.0,Oak-tulip tree forest community,0.27,734.0,Successional southern hardwood forest community,0.26
11123,11124,644,Coastal oak-hickory forest community,0.97,645.0,Oak-tulip tree forest community,0.02,,,0.0
11124,11125,645,Oak-tulip tree forest community,0.51,644.0,Coastal oak-hickory forest community,0.5,,,0.0
11125,11126,644,Coastal oak-hickory forest community,0.59,645.0,Oak-tulip tree forest community,0.44,,,0.0
11126,11127,644,Coastal oak-hickory forest community,0.34,645.0,Oak-tulip tree forest community,0.31,615.0,Salt shrub community,0.19
11127,11128,644,Coastal oak-hickory forest community,0.55,645.0,Oak-tulip tree forest community,0.44,,,0.0
11128,11129,644,Coastal oak-hickory forest community,0.98,734.0,Successional southern hardwood forest community,0.02,,,0.0
11129,11130,644,Coastal oak-hickory forest community,0.75,645.0,Oak-tulip tree forest community,0.26,,,0.0
11130,11131,608,Low salt marsh community,0.64,606.0,Tidal creek community,0.24,600.0,Marine deepwater community,0.1
11131,11132,644,Coastal oak-hickory forest community,0.76,645.0,Oak-tulip tree forest community,0.24,,,0.0
11132,11133,644,Coastal oak-hickory forest community,0.99,,,0.0,,,0.0
11133,11134,644,Coastal oak-hickory forest community,0.37,609.0,High salt marsh community,0.31,649.0,Successional shrubland community,0.14
11134,11135,645,Oak-tulip tree forest community,0.53,644.0,Coastal oak-hickory forest community,0.45,,,0.0
11135,11136,644,Coastal oak-hickory forest community,1.01,,,0.0,,,0.0
11136,11137,644,Coastal oak-hickory forest community,0.75,645.0,Oak-tulip tree forest community,0.22,,,0.0
11137,11138,644,Coastal oak-hickory forest community,0.79,645.0,Oak-tulip tree forest community,0.28,,,0.0
11138,11139,644,Coastal oak-hickory forest community,1.0,,,0.0,,,0.0
11139,11140,645,Oak-tulip tree forest community,0.56,734.0,Successional southern hardwood forest community,0.22,615.0,Salt shrub community,0.13
11140,11141,644,Coastal oak-hickory forest community,1.01,,,0.0,,,0.0
11141,11142,644,Coastal oak-hickory forest community,0.86,645.0,Oak-tulip tree forest community,0.13,,,0.0
11142,11143,609,High salt marsh community,0.85,606.0,Tidal creek community,0.09,615.0,Salt shrub community,0.05
11143,11144,645,Oak-tulip tree forest community,0.49,644.0,Coastal oak-hickory forest community,0.44,646.0,Coastal white pine-oak forest community,0.07
11144,11145,644,Coastal oak-hickory forest community,0.38,645.0,Oak-tulip tree forest community,0.25,624.0,Shallow emergent marsh community,0.18
11145,11146,644,Coastal oak-hickory forest community,0.33,625.0,Shrub swamp community,0.32,645.0,Oak-tulip tree forest community,0.13
11146,11147,644,Coastal oak-hickory forest community,0.9500000000000001,645.0,Oak-tulip tree forest community,0.04,,,0.0
11147,11148,645,Oak-tulip tree forest community,0.34,644.0,Coastal oak-hickory forest community,0.22,646.0,Coastal white pine-oak forest community,0.16
11148,11149,644,Coastal oak-hickory forest community,1.01,,,0.0,,,0.0
11149,11150,644,Coastal oak-hickory forest community,0.74,645.0,Oak-tulip tree forest community,0.24,646.0,Coastal white pine-oak forest community,0.02
11150,11151,644,Coastal oak-hickory forest community,0.63,645.0,Oak-tulip tree forest community,0.34,734.0,Successional southern hardwood forest community,0.03
11151,11152,644,Coastal oak-hickory forest community,0.7000000000000001,645.0,Oak-tulip tree forest community,0.30000000000000004,,,0.0
11152,11153,644,Coastal oak-hickory forest community,1.0,,,0.0,,,0.0
11153,11154,644,Coastal oak-hickory forest community,0.96,645.0,Oak-tulip tree forest community,0.01,,,0.0
11154,11155,644,Coastal oak-hickory forest community,0.29,609.0,High salt marsh community,0.24,649.0,Successional shrubland community,0.2
11155,11156,644,Coastal oak-hickory forest community,0.76,645.0,Oak-tulip tree forest community,0.25,,,0.0
11156,11157,644,Coastal oak-hickory forest community,0.98,645.0,Oak-tulip tree forest community,0.02,,,0.0
11157,11158,644,Coastal oak-hickory forest community,0.55,645.0,Oak-tulip tree forest community,0.46,,,0.0
11158,11159,644,Coastal oak-hickory forest community,0.61,645.0,Oak-tulip tree forest community,0.42,,,0.0
11159,11160,645,Oak-tulip tree forest community,0.87,644.0,Coastal oak-hickory forest community,0.11,726.0,Coastal oak-laurel forest community,0.01
11160,11161,645,Oak-tulip tree forest community,0.92,644.0,Coastal oak-hickory forest community,0.09,,,0.0
11161,11162,645,Oak-tulip tree forest community,0.9,644.0,Coastal oak-hickory forest community,0.09,,,0.0
11162,11163,644,Coastal oak-hickory forest community,1.02,,,0.0,,,0.0
11163,11164,644,Coastal oak-hickory forest community,0.88,645.0,Oak-tulip tree forest community,0.12,,,0.0
11164,11165,609,High salt marsh community,0.48,608.0,Low salt marsh community,0.46,615.0,Salt shrub community,0.05
11165,11166,644,Coastal oak-hickory forest community,1.0,,,0.0,,,0.0
11166,11167,602,Marine intertidal mudflat community,0.91,600.0,Marine deepwater community,0.11,,,0.0
11167,11168,609,High salt marsh community,0.72,606.0,Tidal creek community,0.12,615.0,Salt shrub community,0.08
11168,11169,645,Oak-tulip tree forest community,1.0,644.0,Coastal oak-hickory forest community,0.01,,,0.0
11169,11170,644,Coastal oak-hickory forest community,0.9500000000000001,645.0,Oak-tulip tree forest community,0.04,,,0.0
11170,11171,644,Coastal oak-hickory forest community,0.38,608.0,Low salt marsh community,0.19,645.0,Oak-tulip tree forest community,0.14
11171,11172,644,Coastal oak-hickory forest community,0.74,645.0,Oak-tulip tree forest community,0.26,,,0.0
11172,11173,645,Oak-tulip tree forest community,0.84,644.0,Coastal oak-hickory forest community,0.16,,,0.0
11173,11174,645,Oak-tulip tree forest community,0.55,734.0,Successional southern hardwood forest community,0.27,615.0,Salt shrub community,0.13
11174,11175,645,Oak-tulip tree forest community,0.8,644.0,Coastal oak-hickory forest community,0.21,,,0.0
11175,11176,644,Coastal oak-hickory forest community,0.76,645.0,Oak-tulip tree forest community,0.24,,,0.0
11176,11177,645,Oak-tulip tree forest community,0.6900000000000001,644.0,Coastal oak-hickory forest community,0.31,,,0.0
11177,11178,644,Coastal oak-hickory forest community,1.01,645.0,Oak-tulip tree forest community,0.02,,,0.0
11178,11179,644,Coastal oak-hickory forest community,1.0,,,0.0,,,0.0
11179,11180,645,Oak-tulip tree forest community,0.51,644.0,Coastal oak-hickory forest community,0.43,,,0.0
11180,11181,644,Coastal oak-hickory forest community,0.7000000000000001,645.0,Oak-tulip tree forest community,0.33,,,0.0
11181,11182,644,Coastal oak-hickory forest community,0.9,645.0,Oak-tulip tree forest community,0.09,,,0.0
11182,11183,608,Low salt marsh community,0.78,609.0,High salt marsh community,0.2,,,0.0
11183,11184,644,Coastal oak-hickory forest community,0.59,645.0,Oak-tulip tree forest community,0.39,,,0.0
11184,11185,649,Successional shrubland community,0.63,615.0,Salt shrub community,0.24,644.0,Coastal oak-hickory forest community,0.09
11185,11186,644,Coastal oak-hickory forest community,0.5700000000000001,645.0,Oak-tulip tree forest community,0.43,,,0.0
11186,11187,644,Coastal oak-hickory forest community,0.54,645.0,Oak-tulip tree forest community,0.35000000000000003,646.0,Coastal white pine-oak forest community,0.08
11187,11188,624,Shallow emergent marsh community,0.37,646.0,Coastal white pine-oak forest community,0.27,625.0,Shrub swamp community,0.23
11188,11189,625,Shrub swamp community,0.96,624.0,Shallow emergent marsh community,0.05,,,0.0
11189,11190,625,Shrub swamp community,0.99,,,0.0,,,0.0
11190,11191,615,Salt shrub community,0.65,609.0,High salt marsh community,0.23,649.0,Successional shrubland community,0.11
11191,11192,609,High salt marsh community,0.62,606.0,Tidal creek community,0.23,608.0,Low salt marsh community,0.13
11192,11193,625,Shrub swamp community,0.61,624.0,Shallow emergent marsh community,0.21,647.0,Hemlock-northern hardwood forest community,0.11
11193,11194,644,Coastal oak-hickory forest community,0.92,647.0,Hemlock-northern hardwood forest community,0.09,625.0,Shrub swamp community,0.01
11194,11195,644,Coastal oak-hickory forest community,0.98,,,0.0,,,0.0
11195,11196,644,Coastal oak-hickory forest community,0.81,645.0,Oak-tulip tree forest community,0.19,,,0.0
11196,11197,644,Coastal oak-hickory forest community,1.0,,,0.0,,,0.0
11197,11198,625,Shrub swamp community,0.25,624.0,Shallow emergent marsh community,0.24,726.0,Coastal oak-laurel forest community,0.15
11198,11199,726,Coastal oak-laurel forest community,0.4,624.0,Shallow emergent marsh community,0.26,645.0,Oak-tulip tree forest community,0.22
11199,11200,609,High salt marsh community,0.48,645.0,Oak-tulip tree forest community,0.29,615.0,Salt shrub community,0.2
11200,11201,645,Oak-tulip tree forest community,0.84,644.0,Coastal oak-hickory forest community,0.1,726.0,Coastal oak-laurel forest community,0.06
11201,11202,644,Coastal oak-hickory forest community,1.0,645.0,Oak-tulip tree forest community,0.01,,,0.0
11202,11203,644,Coastal oak-hickory forest community,1.0,,,0.0,,,0.0
11203,11204,644,Coastal oak-hickory forest community,0.97,645.0,Oak-tulip tree forest community,0.03,,,0.0
11204,11205,644,Coastal oak-hickory forest community,1.0,,,0.0,,,0.0
11205,11206,608,Low salt marsh community,0.5,609.0,High salt marsh community,0.48,606.0,Tidal creek community,0.04
11206,11207,645,Oak-tulip tree forest community,0.96,644.0,Coastal oak-hickory forest community,0.04,,,0.0
11207,11208,644,Coastal oak-hickory forest community,0.99,,,0.0,,,0.0
11208,11209,644,Coastal oak-hickory forest community,1.01,,,0.0,,,0.0
11209,11210,644,Coastal oak-hickory forest community,0.85,645.0,Oak-tulip tree forest community,0.17,,,0.0
11210,11211,624,Shallow emergent marsh community,0.53,625.0,Shrub swamp community,0.43,646.0,Coastal white pine-oak forest community,0.03
11211,11212,645,Oak-tulip tree forest community,0.85,644.0,Coastal oak-hickory forest community,0.13,,,0.0
11212,11213,645,Oak-tulip tree forest community,0.61,644.0,Coastal oak-hickory forest community,0.36,,,0.0
11213,11214,644,Coastal oak-hickory forest community,1.01,645.0,Oak-tulip tree forest community,0.01,,,0.0
11214,11215,644,Coastal oak-hickory forest community,0.9400000000000001,,,0.0,,,0.0
11215,11216,644,Coastal oak-hickory forest community,0.63,645.0,Oak-tulip tree forest community,0.4,,,0.0
11216,11217,644,Coastal oak-hickory forest community,0.98,645.0,Oak-tulip tree forest community,0.01,,,0.0
11217,11218,609,High salt marsh community,0.55,606.0,Tidal creek community,0.29,608.0,Low salt marsh community,0.12
11218,11219,645,Oak-tulip tree forest community,0.49,615.0,Salt shrub community,0.17,609.0,High salt marsh community,0.17
11219,11220,625,Shrub swamp community,0.74,624.0,Shallow emergent marsh community,0.25,,,0.0
11220,11221,644,Coastal oak-hickory forest community,1.01,,,0.0,,,0.0
11221,11222,608,Low salt marsh community,0.47000000000000003,609.0,High salt marsh community,0.29,615.0,Salt shrub community,0.2
11222,11223,644,Coastal oak-hickory forest community,0.99,,,0.0,,,0.0
11223,11224,644,Coastal oak-hickory forest community,0.36,645.0,Oak-tulip tree forest community,0.25,726.0,Coastal oak-laurel forest community,0.14
11224,11225,644,Coastal oak-hickory forest community,1.0,,,0.0,,,0.0
11225,11226,608,Low salt marsh community,0.55,609.0,High salt marsh community,0.41000000000000003,606.0,Tidal creek community,0.05
11226,11227,645,Oak-tulip tree forest community,0.27,644.0,Coastal oak-hickory forest community,0.24,646.0,Coastal white pine-oak forest community,0.22
11227,11228,602,Marine intertidal mudflat community,0.43,600.0,Marine deepwater community,0.27,608.0,Low salt marsh community,0.14
11228,11229,625,Shrub swamp community,0.76,624.0,Shallow emergent marsh community,0.11,622.0,Eutrophic pond community,0.07
11229,11230,644,Coastal oak-hickory forest community,0.37,645.0,Oak-tulip tree forest community,0.31,726.0,Coastal oak-laurel forest community,0.30000000000000004
11230,11231,625,Shrub swamp community,0.78,624.0,Shallow emergent marsh community,0.22,,,0.0
11231,11232,625,Shrub swamp community,0.58,624.0,Shallow emergent marsh community,0.33,726.0,Coastal oak-laurel forest community,0.06
11232,11233,644,Coastal oak-hickory forest community,0.44,726.0,Coastal oak-laurel forest community,0.34,645.0,Oak-tulip tree forest community,0.11
11233,11234,644,Coastal oak-hickory forest community,1.0,,,0.0,,,0.0
11234,11235,644,Coastal oak-hickory forest community,0.61,645.0,Oak-tulip tree forest community,0.14,624.0,Shallow emergent marsh community,0.1
11235,11236,644,Coastal oak-hickory forest community,0.9500000000000001,,,0.0,,,0.0
11236,11237,608,Low salt marsh community,0.8200000000000001,606.0,Tidal creek community,0.17,,,0.0
11237,11238,645,Oak-tulip tree forest community,0.54,644.0,Coastal oak-hickory forest community,0.49,,,0.0
11238,11239,644,Coastal oak-hickory forest community,0.9,645.0,Oak-tulip tree forest community,0.13,,,0.0
11239,11240,644,Coastal oak-hickory forest community,0.99,,,0.0,,,0.0
11240,11241,644,Coastal oak-hickory forest community,0.98,,,0.0,,,0.0
11241,11242,602,Marine intertidal mudflat community,0.5,600.0,Marine deepwater community,0.45,608.0,Low salt marsh community,0.08
11242,11243,644,Coastal oak-hickory forest community,0.91,645.0,Oak-tulip tree forest community,0.1,,,0.0
11243,11244,644,Coastal oak-hickory forest community,0.99,,,0.0,,,0.0
11244,11245,645,Oak-tulip tree forest community,0.9,644.0,Coastal oak-hickory forest community,0.13,,,0.0
11245,11246,644,Coastal oak-hickory forest community,0.9500000000000001,645.0,Oak-tulip tree forest community,0.06,,,0.0
11246,11247,644,Coastal oak-hickory forest community,0.99,,,0.0,,,0.0
11247,11248,644,Coastal oak-hickory forest community,0.99,,,0.0,,,0.0
11248,11249,609,High salt marsh community,0.65,649.0,Successional shrubland community,0.25,615.0,Salt shrub community,0.08
11249,11250,644,Coastal oak-hickory forest community,0.66,645.0,Oak-tulip tree forest community,0.18,647.0,Hemlock-northern hardwood forest community,0.09
11250,11251,625,Shrub swamp community,0.33,726.0,Coastal oak-laurel forest community,0.29,624.0,Shallow emergent marsh community,0.23
11251,11252,608,Low salt marsh community,0.59,606.0,Tidal creek community,0.28,609.0,High salt marsh community,0.07
11252,11253,625,Shrub swamp community,1.0,,,0.0,,,0.0
11253,11254,609,High salt marsh community,0.31,615.0,Salt shrub community,0.2,644.0,Coastal oak-hickory forest community,0.2
11254,11255,644,Coastal oak-hickory forest community,0.86,645.0,Oak-tulip tree forest community,0.17,647.0,Hemlock-northern hardwood forest community,0.02
11255,11256,625,Shrub swamp community,0.93,624.0,Shallow emergent marsh community,0.04,,,0.0
11256,11257,645,Oak-tulip tree forest community,0.53,644.0,Coastal oak-hickory forest community,0.39,,,0.0
11257,11258,625,Shrub swamp community,0.79,624.0,Shallow emergent marsh community,0.23,,,0.0
11258,11259,609,High salt marsh community,0.36,608.0,Low salt marsh community,0.24,625.0,Shrub swamp community,0.15
11259,11260,624,Shallow emergent marsh community,0.47000000000000003,726.0,Coastal oak-laurel forest community,0.33,625.0,Shrub swamp community,0.21
11260,11261,644,Coastal oak-hickory forest community,1.02,,,0.0,,,0.0
11261,11262,644,Coastal oak-hickory forest community,1.01,,,0.0,,,0.0
11262,11263,644,Coastal oak-hickory forest community,0.68,645.0,Oak-tulip tree forest community,0.39,,,0.0
11263,11264,644,Coastal oak-hickory forest community,1.01,,,0.0,,,0.0
11264,11265,726,Coastal oak-laurel forest community,0.54,645.0,Oak-tulip tree forest community,0.45,,,0.0
11265,11266,644,Coastal oak-hickory forest community,0.98,,,0.0,,,0.0
11266,11267,644,Coastal oak-hickory forest community,1.06,,,0.0,,,0.0
11267,11268,644,Coastal oak-hickory forest community,1.04,,,0.0,,,0.0
11268,11269,625,Shrub swamp community,0.81,624.0,Shallow emergent marsh community,0.13,726.0,Coastal oak-laurel forest community,0.03
11269,11270,726,Coastal oak-laurel forest community,0.68,645.0,Oak-tulip tree forest community,0.32,,,0.0
11270,11271,726,Coastal oak-laurel forest community,0.58,645.0,Oak-tulip tree forest community,0.41000000000000003,,,0.0
11271,11272,726,Coastal oak-laurel forest community,0.54,624.0,Shallow emergent marsh community,0.27,645.0,Oak-tulip tree forest community,0.16
11272,11273,726,Coastal oak-laurel forest community,0.42,645.0,Oak-tulip tree forest community,0.32,624.0,Shallow emergent marsh community,0.22
11273,11274,609,High salt marsh community,0.41000000000000003,608.0,Low salt marsh community,0.38,606.0,Tidal creek community,0.13
11274,11275,644,Coastal oak-hickory forest community,0.47000000000000003,645.0,Oak-tulip tree forest community,0.27,726.0,Coastal oak-laurel forest community,0.23
11275,11276,645,Oak-tulip tree forest community,0.30000000000000004,625.0,Shrub swamp community,0.24,726.0,Coastal oak-laurel forest community,0.22
11276,11277,608,Low salt marsh community,0.61,606.0,Tidal creek community,0.24,600.0,Marine deepwater community,0.11
11277,11278,625,Shrub swamp community,0.33,624.0,Shallow emergent marsh community,0.23,645.0,Oak-tulip tree forest community,0.21
11278,11279,624,Shallow emergent marsh community,0.41000000000000003,625.0,Shrub swamp community,0.2,644.0,Coastal oak-hickory forest community,0.17
11279,11280,644,Coastal oak-hickory forest community,1.02,,,0.0,,,0.0
11280,11281,644,Coastal oak-hickory forest community,0.84,645.0,Oak-tulip tree forest community,0.17,,,0.0
11281,11282,608,Low salt marsh community,0.72,609.0,High salt marsh community,0.15,606.0,Tidal creek community,0.13
11282,11283,609,High salt marsh community,0.91,615.0,Salt shrub community,0.03,606.0,Tidal creek community,0.02
